,id,text,og_svm,mcad_svm,chatgpt_svm,flan_svm
458,3009,So I didn’t watch the debate last night.  They’re Tories - for me the best I can hope for is the least worst.  Just PLEASE don’t inflict #TrumpLite on Britain    #BorisJohnsonShouldNotBePM,1,1,1,1
459,5684,"@realDonaldTrump #HappyJohnMcCainDay -&gt; #Donald #JohnMcCain #Trump    @thesecret called to say that's not how it works,  you can change yourself not reality.    #TrumpIsNotAboveTheLaw #TrumpIsATraitor  #JohnMcCainDay #16th #June16 #June16th  #HappyFathersDay to actual fathers. #JohnMcCain  faux king #FBR https://t.co/Z2gjEWovJD",1,1,1,1
460,6472,"@MamataOfficial Begum Mamata worry not.    Wise People of West Bengal kick you out of office soon now.    Your arrogance,    your anti-Hindu stand,    anti-Doctors stand,    anti-Indian culture stand,    your WB anti-development stand,    your anti-Muslim development stand    brings you down.",1,1,1,1
461,3042,"@superfooty @Robbo_heraldsun He's appalled at the reaction of the people to his measures, not the measures themselves.  #dickhead",1,1,0,1
462,700,Hey #doctors_against_assualt and #IMAFraud and @BJP4India @MukulR_Official @me_locket @KailashOnline @drharshvardhan @MoHFW_INDIA  👇for partisan and divisive guys like you https://t.co/Zvyr9oon31,1,1,1,1
463,4122,@Eleven_Films lol #OJSimpson 'has a little getting even to do'    thankfully knife blades can't penetrate my twitter account    #murderer,1,1,1,0
464,3069,@realDonaldTrump @foxandfriends Trump campaign to implode on Sunday night when @ABC airs @GStephanopoulos interview!  No doubt they saved the most damaging and shocking elements for Sunday!  #Trump #Trump2020 #ABC #TrumpIsATraitor #JohnMcCainDayJune14,1,1,1,1
465,4530,"@ESPNcricinfo Is espncricinfo handler Pakistani or aussie, his hatred towards Indian is just too much   Pakistani don't boo they jump with suicide belt and BOOM!!  @SirJadeja   @AskAnshul     #terroristNationPakistan   #boycottespn @espn",1,1,1,0
466,4970,@BCCI They are going to Manchester to see rain #ShameOnICC,1,1,1,1
467,2490,Thank you Honourable @nsitharaman ji. Getting supported  by nation matters a lot for every person in the country.And you always support every good thing as parents do.Thanks for supporting @msdhoni  #DhoniKeepsTheGlove it shows that the team @narendramodi is Best .@poonam_mahajan https://t.co/f5v3eC09Od,1,0,1,0
468,1881,Hyderabad - NIMS     Woman (46) admitted with multiple organ failure died. Family chased resident doctor (Muslim) and beat him. #DoctorsProtest #DoctorsFightBack https://t.co/5a4P40eFYi,1,1,1,1
469,1671,@NatureisScary #showingoff for a #girl works out #again   #douchebag   #swan is what does that to a pond #btw. They uproot vegetation. #paz n #love,1,1,0,0
470,6035,"This Photoshoot Of A Hindu-Muslim, Same Sex Couple Proves That Love Has No Boundaries https://www.scoopwhoop.com/lgbt/photoshoot-hindu-muslim-same-sex-couple-love-has-no-boundaries/#.c8uk53w2f …",0,1,0,0
471,5151,Just pray for 16 june..🙏🙏...we have waited for 4 years for epic encounter not for this shit planning of worldcup matches #ShameOnICC #INDvsPAK #CWC19 @cricketworldcup @ICC @BCCI https://t.co/XudpccE1qR,1,1,0,1
472,5226,"I noticed recently Jamie Oliver's restaurants closing,I only really remember how he said he won't employ English people because they are lazy ,#dickhead",1,1,1,1
473,1098,"@next_china @tculpan And we will rally against it, #boycottChina #IPtheft #humanrightsviolations",1,1,0,1
474,768,#DoctorsFightBack vs #LeecheeFightBack how many competent Doctors Intelligent General Class (NonResereved) in Bihar to save babies!,1,1,1,1
475,2013,Anyone want any carpets taking up let me know I’ll send our Reggie🐶 he’s just done a lovely job in my bedroom 🤦🏻‍♀️ #staffy #darkdestoryer #dickhead,1,1,1,0
476,5534,@sdr_medco Biggest traitor in American history!  #ImpeachTrump #TrumpIsATraitor #imprisonTrump,1,1,1,1
477,6552,Tell that fanatic not to use any car or buses or aeroplane which use Muslim petrol diesel.,0,1,0,0
478,5746,"Abu Taher Khan, MP, AITC threatened Junior Doctors of MURSHIDABAD MEDICAL COLLEGE &amp; HOSPTITAL Publicly and provoked others to attack.   Shame Legislator shame...    We r not afraid of such threatening..   #juniordoctorsunity #DoctorsFightBack",1,1,1,0
479,1539,@realDonaldTrump … says the guy who was installed by Putin!    #NotMyPresident   #ImpeachTrumpNow   #TrumpIsATraitor,0,0,0,0
480,805,@MSNBC Sanders knew she was lying and admitted it under sworn testimony #TrumpCrimeFamily #TrumpIsATraitor #TrumpLiesEveryTimeHeSpeaks #45IsAcriminal,1,1,1,1
481,5501,Is @BorisJohnson having a FUCKING LAUGH? His plans to cut taxes from the rich are to come out of a proposed raise to employee national insurance? Why the FUCK do I have to pay more so that people richer than me can have even more money  they dont fucking need? #tory pic.twitter.com/PVr1enzDWI,1,1,1,1
482,6022,The monkey would be much more interesting in my opinion! #fucktrump #RacistTrump #RapistInChief @POTUS,1,1,0,1
483,1198,"All those Tukde tukde gang award wapasi gang , democracy in danger gang etc   Don't consider doctors as part of society   These draculas have no sympathy for doctors   Only they want is VVIP treatments   Shame on them   #DoctorsFightBack",0,0,1,0
484,3665,@MamataOfficial You r the first CM of a State who became the Satan &amp; villain of entire country by humiliating the entire medical fraternity by calling the Doctors protesting against the murderous assault on their colleague as criminals. Shame. #DoctorsFightBack,1,1,1,1
485,5756,"#ShameOnICC worst planning, no ground cover #ICCWorldCup2019 going in the lines of 2007 world cup in the west indies as a super flop rain show . #ICC &amp; @ECB_cricket run by jokers with no organising skills #CricketWorldCup19 @rahulvg",1,1,1,1
486,4295,@Garrison66 @tonyposnanski @TheRealOJ32 Ya I think he already did that.  And got away with it.  #goawayoj #murderer,0,1,0,0
487,6404,PeOplE WhO COmMiTtEd HeNiOuS CrImeS CaNnOT Be CaLlEd MuSlimS.  Lol  Mohammed asked his army to take women as sex slaves and killed hundreds of Jews in one day. I'm pretty sure he is called a Muslim.,0,1,0,1
488,7004,"Happy Birthday to Sh @nitin_gadkari Ji, God bless you good health and long life sir.",0,1,1,0
489,2866,By using #GandiNaaliAbuse Congress has scooped to Naali level,1,1,0,1
490,4928,"If all remaining get washed :   NZ - 12  Ind - 11  Eng - 10  Aus - 10  WI - 9  SL - 9  Pak - 9  Bang - 8   SA - 6  Afg - 6    Semi Final  Aus vs NZ  (If rain continues), NZ  Eng vs Ind  (If rain continues), Ind    Final  Ind vs NZ  (If rain continues), NZ - India will win jointly 🤣🤣. #ShameOnICC",1,1,0,1
491,4325,"@ALT_DOJ He admits to grabbing crotches, mocks a disabled man, disparages a prisoner of war, professes his love for dictators, calls white supremacists fine people, golfs on the taxpayers dime at his own properties, is in violation of his oath of office.. what more do you need? #FucktRUmp",1,1,1,1
492,5868,"@Explore_Islam told you Islam is not fair. No point discussing it any further.   Islam is a disgrace, it treats women as unequals in society. Why would any western country politician want to import more of this cult? Sheer madness.",0,1,0,0
493,432,Few people are asking me I am a engineer why I am promoting doctors?  If my support is promoting doctors than its fine. My sister and my bestfriends are doctors. I can't imagine anyone attacking them ever. As said earlier doctors and soldiers deserve respect. #DoctorsFightBack,1,1,1,1
494,6299,"I see what you mean.    It's like in Russian Roulette, you have the 'opportunity' to blow your brains out.    #c4news #StopBrexit #BrexitReality #BrexitChaos #BrexitShambles #BrexitMayhem #RevokeArticle50 #RemainerNow #Brexit",1,1,1,1
495,951,#ShameOnICC  New Logo https://t.co/fVWuVlDrSF,1,1,0,0
496,6830,Tune in to hear Mann Ki Baat on 30th June  http://nm-4.com/cmq8     via NaMo App,1,1,1,1
497,236,"@pskumarangattu @AmitShah This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack https://t.co/yvSI1nr5Zp",1,1,1,1
498,1956,"⚡MCK @ 11.15 a.m   Students giving guard of honour as the entire Dept. Of PEDIATRICS , Medical College Kolkata file their resignations in solidarity with the protest. ❤ Prof. Dr. Mousumi Nandy, HOD Pediatrics and dean has also resigned.    #DoctorsFightBack  #Savethedoctors https://t.co/0hnOl6pcq6",1,1,0,0
499,515,"Proceed cautiously there!  Also, beware of the libtard with the “skullet”, @RepCohen #douchebag https://t.co/dmMr3Auhhm",0,1,0,0
